feature_code,name,type,date_code,smokes,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S12000018,Inverclyde,Local Authority,2015,No,All,All,All,16-34,67.2,87.2,77.2
S08000017,Dumfries and Galloway,NHS Health Board,2017,No,All,All,All,All,75,82.9,79
S12000018,Inverclyde,Local Authority,2015,No,All,All,All,All,69.9,79.8,74.9
S12000005,Clackmannanshire,Local Authority,2015,No,All,All,All,16-34,70.4,91.9,81.1
S12000018,Inverclyde,Local Authority,2013,No,All,All,All,16-64,66.4,79.3,72.9
S08000017,Dumfries and Galloway,NHS Health Board,2012,No,All,All,All,All,72.9,79.9,76.4
S12000041,Angus,Local Authority,2012,No,All,All,All,16-64,69.7,80.2,75
S12000040,West Lothian,Local Authority,2015,No,All,All,All,16-64,74.9,84.8,79.8
S08000019,Forth Valley,NHS Health Board,2012,No,All,All,All,All,75.2,80.7,78
S12000010,East Lothian,Local Authority,2013,No,All,All,All,16-64,69.6,81.6,75.6
S12000039,West Dunbartonshire,Local Authority,2012,No,All,All,All,16-64,55,68.7,61.8
S12000020,Moray,Local Authority,2016,No,All,All,All,16-64,64.1,81.3,72.7
S12000035,Argyll and Bute,Local Authority,2012,No,All,All,All,All,61.1,73.8,67.5
S12000020,Moray,Local Authority,2016-2017,No,All,All,All,All,74.3,82.7,78.5
S12000011,East Renfrewshire,Local Authority,2014,No,All,All,All,35-64,73,87.8,80.4
S12000021,North Ayrshire,Local Authority,2012,No,All,All,All,35-64,62.8,76.5,69.7
S12000036,City of Edinburgh,Local Authority,2016,No,All,All,All,16-64,77.2,82.3,79.7
S12000049,Glasgow City,Local Authority,2017,No,All,All,All,16-64,74,79.1,76.6
S12000045,East Dunbartonshire,Local Authority,2015,No,All,All,All,16-34,65,91,78
S12000038,Renfrewshire,Local Authority,2012,No,All,All,All,All,67.5,76,71.7
S12000026,Scottish Borders,Local Authority,2012,No,All,All,All,16-34,61.3,85.7,73.5
S12000049,Glasgow City,Local Authority,2014,No,All,All,All,35-64,65,71.9,68.5
S08000019,Forth Valley,NHS Health Board,2017,No,All,All,All,All,83.1,87.8,85.4
S12000030,Stirling,Local Authority,2018-2019,No,All,All,All,All,82.5,88.7,85.6
S08000022,Highland,NHS Health Board,2018,No,All,All,All,All,81.3,86.7,84
S12000013,Na h-Eileanan Siar,Local Authority,2017,No,All,All,All,16-34,74.7,91.8,83.2
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015,No,All,All,All,16-64,73.3,76.8,75.1
S12000006,Dumfries and Galloway,Local Authority,2017,No,All,All,All,65 and over,88.1,95.9,92
S12000027,Shetland Islands,Local Authority,2016,No,All,All,All,All,74.5,86.7,80.6
S12000030,Stirling,Local Authority,2019,No,All,All,All,16-64,81.3,91.2,86.2
S12000033,Aberdeen City,Local Authority,2019,No,All,All,All,16-64,78.3,85.6,82
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018,No,All,All,All,All,80,82.9,81.5
S12000028,South Ayrshire,Local Authority,2014,No,All,All,All,35-64,70,82.6,76.3
S12000030,Stirling,Local Authority,2016,No,All,All,All,16-34,69.5,89.7,79.6
S12000036,City of Edinburgh,Local Authority,2019,No,All,All,All,16-64,80.8,85.2,83
S12000029,South Lanarkshire,Local Authority,2018-2019,No,All,All,All,All,79.3,83.3,81.3
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013,No,All,All,All,16-64,71.2,75.2,73.2
S12000050,North Lanarkshire,Local Authority,2012,No,All,All,All,16-64,65.6,73.4,69.5
S12000048,Perth and Kinross,Local Authority,2012,No,All,All,All,35-64,72.6,83.7,78.2
S12000020,Moray,Local Authority,2016,No,All,All,All,35-64,71.8,84,77.9
S12000013,Na h-Eileanan Siar,Local Authority,2016-2017,No,All,All,All,All,78.4,85,81.7
S08000028,Western Isles,NHS Health Board,2017,No,All,All,All,16-34,74.7,91.8,83.2
S12000039,West Dunbartonshire,Local Authority,2017,No,All,All,All,16-64,69.5,81.1,75.3
S12000030,Stirling,Local Authority,2019,No,All,All,All,35-64,75.1,88.1,81.6
S12000013,Na h-Eileanan Siar,Local Authority,2013,No,All,All,All,All,73.2,83.1,78.2
S12000030,Stirling,Local Authority,2019,No,All,All,All,65 and over,83.9,94.7,89.3
S12000038,Renfrewshire,Local Authority,2019,No,All,All,All,35-64,75.7,85.3,80.5
S12000042,Dundee City,Local Authority,2018-2019,No,All,All,All,All,77.5,83.6,80.5
S12000030,Stirling,Local Authority,2019,No,All,All,All,16-34,87,99.4,93.2
S08000030,Tayside,NHS Health Board,2014,No,All,All,All,16-64,72.1,78.6,75.3
S12000041,Angus,Local Authority,2019,No,All,All,All,35-64,70,84.4,77.2
S12000020,Moray,Local Authority,2014,No,All,All,All,16-34,65.7,83.9,74.8
S12000021,North Ayrshire,Local Authority,2016-2019,No,All,All,All,All,75.7,80.1,77.9
S12000035,Argyll and Bute,Local Authority,2019,No,All,All,All,65 and over,89.1,95.9,92.5
S12000036,City of Edinburgh,Local Authority,2019,No,All,All,All,16-34,81.5,88.4,85
S12000023,Orkney Islands,Local Authority,2018-2019,No,All,All,All,All,80.4,89.7,85.1
S12000040,West Lothian,Local Authority,2018-2019,No,All,All,All,All,80.2,85.8,83
S12000026,Scottish Borders,Local Authority,2018-2019,No,All,All,All,All,80.2,86.5,83.3
S12000021,North Ayrshire,Local Authority,2018-2019,No,All,All,All,All,77.1,83.1,80.1
S08000026,Shetland,NHS Health Board,2018,No,All,All,All,All,87.7,93.9,90.8
S12000041,Angus,Local Authority,2015,No,All,All,All,16-64,73.8,84.8,79.3
S12000026,Scottish Borders,Local Authority,2019,No,All,All,All,16-34,56.6,85,70.8
S12000028,South Ayrshire,Local Authority,2016,No,All,All,All,35-64,78.7,89.4,84
S12000023,Orkney Islands,Local Authority,2016,No,All,All,All,16-64,72.4,90.1,81.3
S12000028,South Ayrshire,Local Authority,2012,No,All,All,All,All,80.4,88.2,84.3
S12000013,Na h-Eileanan Siar,Local Authority,2019,No,All,All,All,16-34,66.4,95.5,81
S12000023,Orkney Islands,Local Authority,2016,No,All,All,All,16-34,48.2,90.9,69.5
S12000017,Highland,Local Authority,2014,No,All,All,All,16-34,65.6,80.2,72.9
S08000020,Grampian,NHS Health Board,2014,No,All,All,All,35-64,75.1,80.9,78
S08000017,Dumfries and Galloway,NHS Health Board,2014,No,All,All,All,35-64,63.6,76.2,69.9
S12000026,Scottish Borders,Local Authority,2019,No,All,All,All,16-64,70.5,83.8,77.2
S08000032,Lanarkshire,NHS Health Board,2015,No,All,All,All,16-64,73,78.3,75.7
S12000008,East Ayrshire,Local Authority,2019,No,All,All,All,35-64,76.6,87.2,81.9
S12000008,East Ayrshire,Local Authority,2019,No,All,All,All,65 and over,84.2,94.9,89.6
S12000029,South Lanarkshire,Local Authority,2019,No,All,All,All,35-64,74.9,83.1,79
S12000028,South Ayrshire,Local Authority,2019,No,All,All,All,35-64,75.7,87.2,81.4
S12000005,Clackmannanshire,Local Authority,2019,No,All,All,All,35-64,63.7,78.7,71.2
S12000005,Clackmannanshire,Local Authority,2019,No,All,All,All,16-34,60,90,75
S12000035,Argyll and Bute,Local Authority,2015,No,All,All,All,All,75.3,83.5,79.4
S12000006,Dumfries and Galloway,Local Authority,2014,No,All,All,All,35-64,63.6,76.2,69.9
S08000030,Tayside,NHS Health Board,2017,No,All,All,All,16-64,78.6,84.3,81.4
S12000023,Orkney Islands,Local Authority,2016,No,All,All,All,35-64,80.3,93.5,86.9
S08000029,Fife,NHS Health Board,2014,No,All,All,All,35-64,76.8,84.1,80.5
S12000034,Aberdeenshire,Local Authority,2019,No,All,All,All,16-64,79.2,86.3,82.8
S08000019,Forth Valley,NHS Health Board,2014,No,All,All,All,16-34,64.5,77.6,71.1
S12000026,Scottish Borders,Local Authority,2013,No,All,All,All,All,76.3,84.8,80.5
S08000024,Lothian,NHS Health Board,2013,No,All,All,All,All,78.6,82.1,80.4
S12000006,Dumfries and Galloway,Local Authority,2016-2017,No,All,All,All,All,74.7,80.2,77.4
S12000019,Midlothian,Local Authority,2016,No,All,All,All,All,76.5,86.5,81.5
S08000019,Forth Valley,NHS Health Board,2016,No,All,All,All,All,79.9,85.2,82.6
S12000020,Moray,Local Authority,2012,No,All,All,All,All,75.6,84.4,80
S12000018,Inverclyde,Local Authority,2019,No,All,All,All,16-34,75.7,92.3,84
S12000018,Inverclyde,Local Authority,2019,No,All,All,All,35-64,73.7,85.1,79.4
S12000027,Shetland Islands,Local Authority,2019,No,All,All,All,35-64,77.8,91.9,84.9
S12000029,South Lanarkshire,Local Authority,2019,No,All,All,All,16-34,79.2,89.9,84.5
S12000014,Falkirk,Local Authority,2016-2017,No,All,All,All,All,81.4,86.6,84
S12000017,Highland,Local Authority,2019,No,All,All,All,65 and over,88.3,94.9,91.6
S12000018,Inverclyde,Local Authority,2014,No,All,All,All,35-64,59.5,76.6,68
S12000028,South Ayrshire,Local Authority,2019,No,All,All,All,All,78.8,88.1,83.5
S12000014,Falkirk,Local Authority,2019,No,All,All,All,35-64,76.4,86.7,81.5
S12000011,East Renfrewshire,Local Authority,2013,No,All,All,All,16-64,76.3,91.9,84.1
S12000035,Argyll and Bute,Local Authority,2012,No,All,All,All,16-64,53.8,70,61.9
S12000019,Midlothian,Local Authority,2019,No,All,All,All,35-64,70.9,84.3,77.6
S08000032,Lanarkshire,NHS Health Board,2018,Yes,All,All,All,35-64,19.8,26,22.9
S12000006,Dumfries and Galloway,Local Authority,2018,No,All,All,All,All,80.9,87.4,84.2
S08000017,Dumfries and Galloway,NHS Health Board,2018,No,All,All,All,35-64,78.6,87.8,83.2
S12000050,North Lanarkshire,Local Authority,2013,No,All,All,All,35-64,65.6,75.5,70.5
S08000015,Ayrshire and Arran,NHS Health Board,2016,No,All,All,All,65 and over,86.2,92.3,89.2
S12000045,East Dunbartonshire,Local Authority,2019,No,All,All,All,35-64,84.4,94.2,89.3
S12000028,South Ayrshire,Local Authority,2018,No,All,All,All,All,75.9,85,80.5
S12000006,Dumfries and Galloway,Local Authority,2016-2019,No,All,All,All,All,77.9,81.7,79.8
S12000047,Fife,Local Authority,2016-2019,No,All,All,All,All,79.7,82.5,81.1
S12000048,Perth and Kinross,Local Authority,2015,Yes,All,All,All,16-64,14.8,25.8,20.3
S12000036,City of Edinburgh,Local Authority,2014,No,All,All,All,All,80.4,85.1,82.7
S08000020,Grampian,NHS Health Board,2017,No,All,All,All,35-64,77.8,83.4,80.6
S92000003,Scotland,Scotland,2015,No,All,All,All,65 and over,86.7,88.7,87.7
S12000040,West Lothian,Local Authority,2012,No,All,All,All,65 and over,78.8,92.4,85.6
S12000005,Clackmannanshire,Local Authority,2018,No,All,All,All,All,78.3,87.1,82.7
S12000029,South Lanarkshire,Local Authority,2018,No,All,All,All,All,77.2,83,80.1
S08000017,Dumfries and Galloway,NHS Health Board,2018,No,All,All,All,65 and over,88.3,96,92.2
S12000008,East Ayrshire,Local Authority,2016-2019,No,All,All,All,All,78.7,82.9,80.8
S08000030,Tayside,NHS Health Board,2018,No,All,All,All,65 and over,85.5,91.9,88.7
S12000038,Renfrewshire,Local Authority,2016,No,All,All,All,65 and over,82.5,93,87.8
S12000026,Scottish Borders,Local Authority,2014,Yes,All,All,All,65 and over,4,12.3,8.2
S12000042,Dundee City,Local Authority,2015,No,All,All,All,65 and over,71.5,87.9,79.7
S08000015,Ayrshire and Arran,NHS Health Board,2018,No,All,All,All,16-34,70.4,81.6,76
S08000019,Forth Valley,NHS Health Board,2013,No,All,All,All,16-34,69.6,82.6,76.1
S12000011,East Renfrewshire,Local Authority,2018-2019,No,All,All,All,All,87.1,92.3,89.7
S12000013,Na h-Eileanan Siar,Local Authority,2018-2019,No,All,All,All,All,79.4,86.1,82.8
S08000016,Borders,NHS Health Board,2012,No,All,All,All,All,75.6,84.3,79.9
S08000030,Tayside,NHS Health Board,2018,No,All,All,All,All,77.5,82.9,80.2
S12000006,Dumfries and Galloway,Local Authority,2018-2019,No,All,All,All,All,78.5,83.5,81
S12000017,Highland,Local Authority,2018-2019,No,All,All,All,All,80.2,85.3,82.8
S08000029,Fife,NHS Health Board,2018,No,All,All,All,All,78.6,84.3,81.5
S12000027,Shetland Islands,Local Authority,2016-2019,No,All,All,All,All,81.1,86.4,83.8
S12000030,Stirling,Local Authority,2016-2019,No,All,All,All,All,83.9,88.1,86
S12000039,West Dunbartonshire,Local Authority,2019,No,All,All,All,65 and over,83.6,93.1,88.3
S12000042,Dundee City,Local Authority,2019,No,All,All,All,65 and over,81.4,93.5,87.4
S12000034,Aberdeenshire,Local Authority,2016-2019,No,All,All,All,All,82.1,85.2,83.7
S12000038,Renfrewshire,Local Authority,2016-2019,No,All,All,All,All,79.7,83.2,81.4
S12000029,South Lanarkshire,Local Authority,2014,No,All,All,All,All,76.9,83.3,80.1
S12000020,Moray,Local Authority,2016-2019,No,All,All,All,All,76.5,82.1,79.3
S12000034,Aberdeenshire,Local Authority,2019,No,All,All,All,16-34,69.3,84.9,77.1
S12000017,Highland,Local Authority,2017,No,All,All,All,16-34,67,84,75.5
S12000042,Dundee City,Local Authority,2016-2019,No,All,All,All,All,77.3,81.5,79.4
S08000030,Tayside,NHS Health Board,2018,Yes,All,All,All,All,17.1,22.5,19.8
S92000003,Scotland,Scotland,2016-2019,No,All,All,All,All,81.5,82.2,81.8
S12000050,North Lanarkshire,Local Authority,2019,No,All,All,All,16-34,75.6,86,80.8
S12000050,North Lanarkshire,Local Authority,2013,No,All,All,All,65 and over,69.3,83.3,76.3
S08000015,Ayrshire and Arran,NHS Health Board,2014,No,All,All,All,16-34,71.7,82.8,77.2
S12000011,East Renfrewshire,Local Authority,2019,No,All,All,All,16-64,86.4,94.8,90.6
S12000040,West Lothian,Local Authority,2014-2017,No,All,All,All,All,78,82.7,80.3
S08000030,Tayside,NHS Health Board,2013,No,All,All,All,35-64,73.4,80.7,77
S12000045,East Dunbartonshire,Local Authority,2017,No,All,All,All,16-64,82.2,91.4,86.8
S12000014,Falkirk,Local Authority,2018,Yes,All,All,All,All,11.2,18.4,14.8
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,Yes,All,All,All,35-64,23,27.5,25.3
S12000035,Argyll and Bute,Local Authority,2015,Yes,All,All,All,All,16.5,24.7,20.6
S12000027,Shetland Islands,Local Authority,2015,Yes,All,All,All,All,12,22.3,17.1
S12000013,Na h-Eileanan Siar,Local Authority,2018,Yes,All,All,All,All,13.1,22.6,17.8
S12000034,Aberdeenshire,Local Authority,2014-2015,No,All,All,All,All,78.4,83.1,80.7
S12000036,City of Edinburgh,Local Authority,2014-2015,No,All,All,All,All,81.2,84.5,82.9
S12000036,City of Edinburgh,Local Authority,2013,No,All,All,All,16-64,76.8,81.9,79.3
S12000027,Shetland Islands,Local Authority,2014,No,All,All,All,16-64,69.6,83.7,76.7
S12000029,South Lanarkshire,Local Authority,2013,No,All,All,All,All,73.9,80.3,77.1
S12000033,Aberdeen City,Local Authority,2014-2015,No,All,All,All,All,75.4,80.3,77.9
S12000038,Renfrewshire,Local Authority,2014-2015,No,All,All,All,All,75,80.9,78
S12000042,Dundee City,Local Authority,2015,No,All,All,All,16-34,58,78,68
S12000030,Stirling,Local Authority,2016-2019,Yes,All,All,All,All,11.9,16.1,14
S12000014,Falkirk,Local Authority,2016-2019,Yes,All,All,All,All,13.4,16.9,15.2
S12000019,Midlothian,Local Authority,2016-2019,Yes,All,All,All,All,16,20.7,18.4
S12000040,West Lothian,Local Authority,2015,Yes,All,All,All,All,15,23.6,19.3
S12000034,Aberdeenshire,Local Authority,2015,Yes,All,All,All,All,14.7,21.1,17.9
S92000003,Scotland,Scotland,2015,Yes,All,All,All,All,20,21.4,20.7
S12000026,Scottish Borders,Local Authority,2015,Yes,All,All,All,All,13.7,22.3,18
S12000010,East Lothian,Local Authority,2015,Yes,All,All,All,All,15.1,27.7,21.4
S12000013,Na h-Eileanan Siar,Local Authority,2015,Yes,All,All,All,All,17,26.2,21.6
S12000042,Dundee City,Local Authority,2015,Yes,All,All,All,All,20.2,30,25.1
S12000050,North Lanarkshire,Local Authority,2012,Yes,All,All,All,16-64,26.1,34.1,30.1
S12000026,Scottish Borders,Local Authority,2018-2019,Yes,All,All,All,All,13.5,19.9,16.7
S12000028,South Ayrshire,Local Authority,2016-2019,Yes,All,All,All,All,14.9,19.3,17.1
S12000008,East Ayrshire,Local Authority,2016-2019,Yes,All,All,All,All,17.1,21.3,19.2
S12000005,Clackmannanshire,Local Authority,2016-2019,Yes,All,All,All,All,17.8,23.5,20.6
S12000030,Stirling,Local Authority,2014,No,All,All,All,All,77.9,87.3,82.6
S08000030,Tayside,NHS Health Board,2014,No,All,All,All,16-34,71.4,82.2,76.8
S12000017,Highland,Local Authority,2015,No,All,All,All,16-34,58.9,80.8,69.9
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012,No,All,All,All,16-34,73.3,79.2,76.2
S12000018,Inverclyde,Local Authority,2015,No,All,All,All,35-64,62.1,76.2,69.2
S12000013,Na h-Eileanan Siar,Local Authority,2015,No,All,All,All,16-34,75.5,93.8,84.6
S12000041,Angus,Local Authority,2016,Yes,All,All,All,All,3.3,17.4,10.3
S12000027,Shetland Islands,Local Authority,2016,No,All,All,All,All,68.3,96.7,82.5
S12000042,Dundee City,Local Authority,2014,No,All,All,All,All,78.2,91.1,84.7
S12000049,Glasgow City,Local Authority,2014,No,All,All,All,All,79.9,86.6,83.3
S12000026,Scottish Borders,Local Authority,2016,Yes,All,All,All,All,8.4,22.8,15.6
S12000042,Dundee City,Local Authority,2012,Yes,All,All,All,All,10.1,24.4,17.3
S12000021,North Ayrshire,Local Authority,2016,Yes,All,All,All,All,11.1,27.3,19.2
S12000005,Clackmannanshire,Local Authority,2015,No,All,All,All,All,77.1,93.3,85.2
S08000026,Shetland,NHS Health Board,2016,No,All,All,All,All,68.3,96.7,82.5
S08000024,Lothian,NHS Health Board,2016,No,All,All,All,All,85.7,90.4,88
S12000040,West Lothian,Local Authority,2013,No,All,All,All,All,80.2,92,86.1
S12000048,Perth and Kinross,Local Authority,2019,Yes,All,All,All,All,2.6,14.7,8.7
S12000042,Dundee City,Local Authority,2019,No,All,All,All,All,87.8,97.6,92.7
S12000017,Highland,Local Authority,2012,No,All,All,All,All,82.1,91.3,86.7
S12000042,Dundee City,Local Authority,2017,No,All,All,All,All,88.7,100,94.4
S12000018,Inverclyde,Local Authority,2013,No,All,All,All,All,74.9,90.7,82.8
S12000006,Dumfries and Galloway,Local Authority,2012,No,All,All,All,All,70.7,85.6,78.2
S12000006,Dumfries and Galloway,Local Authority,2014,Yes,All,All,All,All,13.6,30.2,21.9
S12000028,South Ayrshire,Local Authority,2012,No,All,All,All,All,84.8,95.1,89.9
S08000025,Orkney,NHS Health Board,2012,Yes,All,All,All,All,4,15.9,10
S12000033,Aberdeen City,Local Authority,2015,No,All,All,All,All,79.9,89.5,84.7
S12000028,South Ayrshire,Local Authority,2014,Yes,All,All,All,All,6.9,19.9,13.4
S12000039,West Dunbartonshire,Local Authority,2012,No,All,All,All,All,56.7,80.8,68.7
S12000049,Glasgow City,Local Authority,2012,Yes,All,All,All,All,13.8,21.7,17.7
S12000047,Fife,Local Authority,2016,No,All,All,All,All,79.9,89.7,84.8
S12000042,Dundee City,Local Authority,2016,No,All,All,All,All,74.3,88.7,81.5
S12000017,Highland,Local Authority,2013,No,All,All,All,All,82.7,92.7,87.7
S08000024,Lothian,NHS Health Board,2019,No,All,All,All,All,87.7,91.9,89.8
S12000040,West Lothian,Local Authority,2018,No,All,All,All,All,86.7,95.3,91
S08000032,Lanarkshire,NHS Health Board,2016,No,All,All,All,All,83.6,89.9,86.7
S12000023,Orkney Islands,Local Authority,2013,No,All,All,All,All,66.3,92.6,79.4
S08000015,Ayrshire and Arran,NHS Health Board,2016,Yes,All,All,All,All,10.7,19.2,14.9
S12000020,Moray,Local Authority,2015,No,All,All,All,All,71.5,88.9,80.2
S12000035,Argyll and Bute,Local Authority,2012,No,All,All,All,All,75.3,90.4,82.8
S08000026,Shetland,NHS Health Board,2019,No,All,All,All,All,91.1,99,95.1
S12000030,Stirling,Local Authority,2016,No,All,All,All,All,81.7,93.3,87.5
S08000030,Tayside,NHS Health Board,2018,No,All,All,All,All,83.5,91.9,87.7
S12000011,East Renfrewshire,Local Authority,2012,Yes,All,All,All,All,5.5,19.8,12.7
S12000011,East Renfrewshire,Local Authority,2014,No,All,All,All,All,78.3,93,85.6
S12000023,Orkney Islands,Local Authority,2014,Yes,All,All,All,All,6.6,25.1,15.9
S12000021,North Ayrshire,Local Authority,2019,No,All,All,All,All,85.3,95.7,90.5
S12000035,Argyll and Bute,Local Authority,2014,Yes,All,All,All,All,6.5,22.4,14.5
S12000029,South Lanarkshire,Local Authority,2016,Yes,All,All,All,All,8.7,18,13.3
S12000010,East Lothian,Local Authority,2012,Yes,All,All,All,All,6.2,21.2,13.7
S12000047,Fife,Local Authority,2014,No,All,All,All,All,81.1,90,85.5
S12000021,North Ayrshire,Local Authority,2013,Yes,All,All,All,All,16.4,39.4,27.9
S12000017,Highland,Local Authority,2019,No,All,All,All,All,83.2,93.9,88.6
S08000028,Western Isles,NHS Health Board,2015,No,All,All,All,All,71.4,91.1,81.3
S12000040,West Lothian,Local Authority,2015,Yes,All,All,All,All,11,25.1,18.1
S12000049,Glasgow City,Local Authority,2019,Yes,All,All,All,All,9,16.7,12.8
S12000033,Aberdeen City,Local Authority,2015,Yes,All,All,All,All,10.2,19.3,14.8
S08000015,Ayrshire and Arran,NHS Health Board,2015,No,All,All,All,All,83,89.9,86.5
S08000028,Western Isles,NHS Health Board,2012,No,All,All,All,All,72.4,90.1,81.3
S12000026,Scottish Borders,Local Authority,2019,No,All,All,All,All,74.2,96.8,85.5
S08000032,Lanarkshire,NHS Health Board,2014,Yes,All,All,All,All,12.5,18.8,15.6
S12000010,East Lothian,Local Authority,2017,Yes,All,All,All,All,2.8,15.2,9
S08000032,Lanarkshire,NHS Health Board,2013,Yes,All,All,All,All,14.5,21.3,17.9
S12000014,Falkirk,Local Authority,2019,Yes,All,All,All,All,6.1,15.4,10.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,Yes,All,All,All,All,10.9,15.8,13.3
S12000017,Highland,Local Authority,2013,Yes,All,All,All,All,7.3,17.3,12.3
S12000005,Clackmannanshire,Local Authority,2012,Yes,All,All,All,All,8.8,24.2,16.5
S08000030,Tayside,NHS Health Board,2012,Yes,All,All,All,All,14,22,18
S12000041,Angus,Local Authority,2014,No,All,All,All,All,83.3,95.6,89.5
S12000005,Clackmannanshire,Local Authority,2012,No,All,All,All,All,75.8,91.2,83.5
S12000047,Fife,Local Authority,2017,No,All,All,All,All,84.6,92.6,88.6
